ID;Nombre;Edad;Género;Ciudad;Comentario;Categoría del problema;Nivel de urgencia;Fecha del reporte;Acceso a internet;Atención previa del gobierno;Zona rural
5234;Valentina;370;Otro;Pereira;queremos más presencia policial.;Salud;No urgente;19/01/2023;0;0;1
5235;Laura;790;F;Bucaramanga;queremos más presencia policial.;Seguridad;No urgente;05/04/2023;1;1;1
5236;María;370;M;Cali;las calles están muy oscuras y peligrosas.;Educación;Urgente;31/10/2023;1;0;1
5237;Laura;480;Otro;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;10/07/2024;1;0;1
5238;Camilo;580;F;Manizales;las basuras no se recogen a tiempo.;Educación;Urgente;24/04/2024;0;0;0
5239;María;610;F;Cali;las calles están muy oscuras y peligrosas.;Seguridad;Urgente;20/01/2024;1;0;0
5240;Laura;580;Otro;Medellín;faltan médicos en el centro de salud.;Educación;Urgente;24/08/2024;0;0;1
5241;Carlos;570;F;Medellín;;Salud;No urgente;27/06/2024;0;1;0
5242;Camilo;270;M;Pereira;queremos más presencia policial.;Educación;No urgente;20/07/2024;0;1;0
5243;Juan;720;Otro;Medellín;;Salud;No urgente;26/04/2024;1;0;1
5244;Laura;520;M;Cúcuta;queremos más presencia policial.;Seguridad;Urgente;12/03/2023;0;0;1
5245;Juan;590;M;Santa Marta;falta agua potable en varias casas.;Seguridad;No urgente;21/11/2024;0;1;1
5246;Carlos;700;M;Pereira;falta agua potable en varias casas.;Salud;Urgente;01/12/2024;1;1;0
5247;Ana;460;M;Bogotá;queremos más presencia policial.;Seguridad;No urgente;12/11/2023;1;1;0
5248;Camilo;690;Otro;Bogotá;falta agua potable en varias casas.;Medio Ambiente;No urgente;06/09/2024;0;0;1
5249;Jorge;720;Otro;Medellín;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;Urgente;23/03/2024;1;1;0
5250;Sofía;600;F;Cali;la contaminación del río está aumentando.;Educación;No urgente;14/10/2024;1;0;1
5251;Jorge;780;M;Pereira;queremos más presencia policial.;Educación;No urgente;15/07/2024;0;0;1
5252;Camilo;780;M;Cali;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;05/08/2023;0;0;0
5253;Jorge;560;M;Manizales;la contaminación del río está aumentando.;Educación;No urgente;14/08/2023;0;1;0
5254;Juan;440;Otro;Cartagena;hay problemas con la recolección de basura.;Seguridad;Urgente;04/04/2023;1;1;1
5255;Camilo;430;Otro;Barranquilla;necesitamos más acceso a internet en la zona.;Educación;No urgente;23/04/2024;0;1;0
5256;Camilo;560;Otro;Bogotá;no hay suficientes escuelas públicas.;Educación;No urgente;04/12/2023;0;1;0
5257;María;260;Otro;Santa Marta;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;10/02/2024;0;1;1
5258;Camilo;220;Otro;Santa Marta;queremos más presencia policial.;Educación;Urgente;14/03/2023;0;1;0
5259;Sofía;480;Otro;Bogotá;queremos más presencia policial.;Educación;Urgente;17/06/2024;0;1;1
5260;Carlos;360;Otro;Bucaramanga;falta agua potable en varias casas.;Salud;No urgente;10/08/2024;1;1;0
5261;Valentina;730;M;Bogotá;necesitamos más acceso a internet en la zona.;Salud;No urgente;19/07/2023;1;1;0
5262;Sofía;710;F;Bogotá;necesitamos más acceso a internet en la zona.;Educación;No urgente;12/08/2023;1;1;1
5263;Juan;490;F;Bucaramanga;las calles están muy oscuras y peligrosas.;Salud;Urgente;18/10/2023;1;1;1
5264;Camilo;240;M;Pereira;la contaminación del río está aumentando.;Salud;Urgente;11/01/2024;0;1;0
5265;Camilo;630;Otro;Manizales;no hay suficientes escuelas públicas.;Educación;No urgente;07/07/2024;1;1;1
5266;Jorge;420;Otro;Manizales;no hay suficientes escuelas públicas.;Seguridad;No urgente;15/07/2023;1;1;1
5267;Laura;440;F;Bogotá;falta agua potable en varias casas.;Salud;Urgente;31/03/2023;0;1;0
5268;Ana;410;;Pereira;hay problemas con la recolección de basura.;Seguridad;Urgente;29/05/2024;0;1;0
5269;Valentina;620;M;Barranquilla;hay problemas con la recolección de basura.;Salud;Urgente;23/01/2024;0;0;1
5270;Sofía;440;Otro;Barranquilla;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;20/05/2024;0;1;1
5271;Pedro;370;M;Cali;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;01/01/2023;1;0;0
5272;Ana;660;Otro;Cali;;Salud;Urgente;26/04/2024;1;1;0
5273;María;;F;Cali;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;26/10/2024;0;1;1
5274;Pedro;430;F;Bogotá;faltan médicos en el centro de salud.;Salud;Urgente;04/07/2024;0;0;0
5275;Sofía;230;M;Manizales;no hay suficientes escuelas públicas.;Educación;No urgente;25/01/2024;0;0;0
5276;Laura;800;Otro;Cali;las calles están muy oscuras y peligrosas.;Educación;No urgente;28/11/2024;0;1;0
5277;Ana;650;M;Bogotá;la contaminación del río está aumentando.;Salud;Urgente;19/09/2023;1;0;1
5278;Sofía;320;M;Bucaramanga;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;06/04/2023;1;1;1
5279;Ana;450;F;Santa Marta;queremos más presencia policial.;Medio Ambiente;No urgente;10/01/2024;1;1;0
5280;Laura;620;F;Cali;necesitamos más acceso a internet en la zona.;Salud;No urgente;05/03/2023;1;0;0
5281;Valentina;;Otro;Manizales;las basuras no se recogen a tiempo.;Educación;No urgente;16/05/2023;1;0;0
5282;Laura;680;Otro;Cartagena;faltan médicos en el centro de salud.;Educación;Urgente;20/03/2023;0;1;1
5283;Jorge;800;F;Medellín;queremos más presencia policial.;Salud;No urgente;12/10/2024;0;1;0
5284;Valentina;800;Otro;Santa Marta;faltan médicos en el centro de salud.;Seguridad;Urgente;17/02/2024;1;1;0
5285;María;350;M;Bogotá;falta agua potable en varias casas.;Medio Ambiente;Urgente;04/03/2024;0;1;1
5286;Laura;280;F;Bogotá;queremos más presencia policial.;Educación;Urgente;25/09/2023;1;1;0
5287;Laura;620;Otro;Bogotá;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;14/05/2024;0;1;1
5288;Carlos;760;Otro;Cartagena;no tenemos centros culturales ni bibliotecas.;Educación;No urgente;23/09/2024;0;0;1
5289;Laura;530;F;Cúcuta;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;21/05/2023;0;1;0
5290;Carlos;530;F;Manizales;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;07/04/2024;1;0;0
5291;Sofía;;Otro;Bucaramanga;las calles están muy oscuras y peligrosas.;Educación;Urgente;08/02/2023;0;0;0
5292;María;780;M;Pereira;no hay suficientes escuelas públicas.;Seguridad;No urgente;14/09/2024;1;1;1
5293;María;320;Otro;Bucaramanga;las basuras no se recogen a tiempo.;Medio Ambiente;No urgente;08/07/2024;1;1;1
5294;María;;M;Santa Marta;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;04/02/2023;1;0;0
5295;Carlos;790;M;Bogotá;;Seguridad;No urgente;19/10/2023;1;1;0
5296;Ana;490;M;Manizales;faltan médicos en el centro de salud.;Educación;No urgente;15/09/2023;0;0;1
5297;María;790;Otro;Santa Marta;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;20/09/2024;1;1;0
5298;María;510;F;Bogotá;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;08/05/2024;1;0;0
5299;Pedro;490;Otro;Cúcuta;queremos más presencia policial.;Seguridad;No urgente;30/04/2024;0;0;0
5300;Ana;550;M;Santa Marta;la contaminación del río está aumentando.;Educación;Urgente;27/06/2023;0;1;1
5301;Juan;680;M;Cúcuta;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;Urgente;29/11/2024;1;1;1
5302;Juan;300;M;Medellín;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;14/06/2023;0;0;1
5303;Ana;650;Otro;Cúcuta;falta agua potable en varias casas.;Educación;No urgente;15/04/2023;1;0;0
5304;Ana;560;F;Bogotá;la contaminación del río está aumentando.;Medio Ambiente;No urgente;19/12/2023;0;1;1
5305;Sofía;420;M;Cúcuta;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;Urgente;23/03/2023;1;1;1
5306;Carlos;730;M;Barranquilla;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;31/03/2023;1;1;0
5307;Ana;760;M;Bogotá;queremos más presencia policial.;Educación;Urgente;01/07/2024;0;1;0
5308;Valentina;550;M;Cúcuta;;Educación;No urgente;15/09/2023;0;1;1
5309;Juan;640;F;Bogotá;hay problemas con la recolección de basura.;Salud;Urgente;23/05/2023;0;0;1
5310;Jorge;660;M;Barranquilla;no hay suficientes escuelas públicas.;Salud;Urgente;09/09/2024;0;1;0
5311;Carlos;510;M;Pereira;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;19/02/2024;1;1;0
5312;Ana;640;Otro;Bogotá;la contaminación del río está aumentando.;Educación;No urgente;01/05/2023;0;1;0
5313;Sofía;330;F;Bucaramanga;necesitamos más acceso a internet en la zona.;Salud;Urgente;04/01/2024;1;0;0
5314;Laura;530;M;Bucaramanga;queremos más presencia policial.;Medio Ambiente;Urgente;13/03/2024;0;1;0
5315;Carlos;800;F;;;Educación;Urgente;27/04/2023;1;0;0
5316;Carlos;280;F;Bogotá;las basuras no se recogen a tiempo.;Salud;No urgente;30/03/2023;1;0;0
5317;María;180;M;Cúcuta;queremos más presencia policial.;Seguridad;Urgente;09/08/2024;0;1;0
5318;Carlos;160;Otro;Cali;la contaminación del río está aumentando.;Seguridad;No urgente;15/04/2023;1;0;0
5319;Valentina;290;Otro;Santa Marta;falta agua potable en varias casas.;Salud;Urgente;04/01/2023;1;1;0
5320;Pedro;;F;Cartagena;la contaminación del río está aumentando.;Salud;No urgente;06/09/2023;1;0;0
5321;Valentina;570;Otro;Bucaramanga;no hay suficientes escuelas públicas.;Salud;Urgente;23/05/2023;1;0;0
5322;Carlos;280;Otro;Medellín;las calles están muy oscuras y peligrosas.;Salud;Urgente;16/05/2024;0;0;0
5323;Carlos;570;Otro;Pereira;;Seguridad;No urgente;25/04/2023;1;0;0
5324;María;790;F;Cali;hay problemas con la recolección de basura.;Salud;No urgente;08/07/2024;1;0;1
5325;Juan;;Otro;Manizales;falta agua potable en varias casas.;Salud;Urgente;21/07/2024;0;0;1
5326;Carlos;450;F;Bogotá;;Educación;No urgente;04/02/2024;1;0;0
5327;Camilo;;F;Pereira;las basuras no se recogen a tiempo.;Educación;Urgente;06/11/2023;1;1;1
5328;María;510;Otro;Manizales;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;21/12/2023;0;0;0
5329;Carlos;160;F;Bucaramanga;falta agua potable en varias casas.;Medio Ambiente;Urgente;01/03/2024;0;0;0
5330;Pedro;390;M;Cúcuta;la contaminación del río está aumentando.;Salud;Urgente;18/04/2024;0;1;1
5331;María;300;Otro;Santa Marta;faltan médicos en el centro de salud.;Educación;Urgente;28/07/2023;0;1;1
5332;Laura;380;M;Bucaramanga;necesitamos más acceso a internet en la zona.;Educación;Urgente;30/08/2024;0;0;1
5333;Sofía;190;M;Bucaramanga;faltan médicos en el centro de salud.;Salud;No urgente;25/09/2024;1;0;1
5334;Valentina;750;M;Barranquilla;faltan médicos en el centro de salud.;Seguridad;Urgente;06/05/2023;0;1;1
5335;Sofía;550;F;Manizales;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;19/12/2023;1;1;1
5336;María;530;Otro;Bucaramanga;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;13/12/2023;0;0;0
5337;Pedro;740;F;Cúcuta;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;01/08/2024;0;1;0
5338;Juan;800;M;Santa Marta;las calles están muy oscuras y peligrosas.;Seguridad;No urgente;04/07/2023;1;0;1
5339;Jorge;350;M;Santa Marta;necesitamos más acceso a internet en la zona.;Educación;Urgente;11/08/2024;1;0;0
5340;Valentina;730;Otro;Barranquilla;hay problemas con la recolección de basura.;Seguridad;Urgente;11/05/2023;0;0;0
5341;Sofía;;Otro;Bucaramanga;faltan médicos en el centro de salud.;Salud;Urgente;25/03/2023;1;1;1
5342;Valentina;170;M;Cúcuta;queremos más presencia policial.;Seguridad;No urgente;22/07/2024;0;0;0
5343;Juan;530;M;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;Urgente;26/01/2023;1;1;0
5344;Valentina;390;F;Barranquilla;;Educación;Urgente;07/09/2024;1;0;1
5345;Sofía;210;;Bucaramanga;;Salud;No urgente;09/12/2023;0;0;0
5346;Juan;750;F;Medellín;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;25/01/2024;1;0;1
5347;Carlos;270;M;Barranquilla;las basuras no se recogen a tiempo.;Seguridad;Urgente;26/03/2023;1;0;1
5348;Pedro;250;Otro;Santa Marta;la contaminación del río está aumentando.;Medio Ambiente;No urgente;30/10/2023;0;0;0
5349;Carlos;290;M;Barranquilla;;Educación;No urgente;11/11/2024;1;0;1
5350;Jorge;220;M;Cúcuta;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;12/09/2023;0;1;1
5351;Camilo;550;M;Medellín;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;17/11/2024;1;0;0
5352;Valentina;290;;Bogotá;la contaminación del río está aumentando.;Salud;No urgente;26/05/2023;1;1;1
5353;María;220;F;Cali;queremos más presencia policial.;Medio Ambiente;Urgente;28/04/2023;1;1;1
5354;Sofía;770;M;Bogotá;faltan médicos en el centro de salud.;Educación;No urgente;11/04/2023;1;1;0
5355;Ana;760;F;Santa Marta;queremos más presencia policial.;Salud;Urgente;05/08/2024;1;0;0
5356;Ana;670;F;Cartagena;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;23/02/2024;0;1;0
5357;Laura;510;F;Manizales;la contaminación del río está aumentando.;Seguridad;Urgente;21/03/2023;1;1;1
5358;Juan;300;M;Barranquilla;queremos más presencia policial.;Salud;No urgente;03/03/2024;0;1;0
5359;María;650;F;Cali;no hay suficientes escuelas públicas.;Educación;Urgente;12/06/2023;0;1;1
5360;Sofía;730;Otro;Bogotá;no hay suficientes escuelas públicas.;Salud;No urgente;02/06/2024;0;1;0
5361;Carlos;;F;Medellín;queremos más presencia policial.;Educación;Urgente;17/03/2024;0;0;1
5362;Laura;490;Otro;Barranquilla;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;07/12/2023;1;0;1
5363;Pedro;;Otro;Cúcuta;las basuras no se recogen a tiempo.;Seguridad;Urgente;27/02/2023;1;1;1
5364;Juan;220;Otro;Manizales;la contaminación del río está aumentando.;Seguridad;Urgente;10/02/2024;1;0;0
5365;Jorge;710;Otro;Manizales;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;14/11/2023;0;0;1
5366;Laura;580;M;Barranquilla;faltan médicos en el centro de salud.;Seguridad;No urgente;07/04/2023;1;1;0
5367;Sofía;800;F;Bucaramanga;las basuras no se recogen a tiempo.;Medio Ambiente;No urgente;20/05/2023;0;0;1
5368;Jorge;570;;Cúcuta;las basuras no se recogen a tiempo.;Salud;Urgente;12/05/2023;0;0;0
5369;Camilo;410;M;Santa Marta;;Salud;Urgente;24/08/2024;0;1;1
5370;Carlos;230;M;Pereira;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;22/03/2023;1;1;0
5371;Ana;450;Otro;Barranquilla;queremos más presencia policial.;Salud;No urgente;27/08/2023;0;0;0
5372;Carlos;280;Otro;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;19/11/2024;1;1;1
5373;Camilo;790;M;Manizales;no hay suficientes escuelas públicas.;Seguridad;Urgente;22/10/2023;1;0;0
5374;Jorge;770;F;;las calles están muy oscuras y peligrosas.;Salud;No urgente;14/10/2023;1;0;0
5375;Laura;390;;Cúcuta;las basuras no se recogen a tiempo.;Educación;Urgente;11/07/2023;0;1;0
5376;Camilo;200;Otro;Cúcuta;falta agua potable en varias casas.;Salud;No urgente;07/11/2023;0;1;1
5377;Laura;360;Otro;Medellín;la contaminación del río está aumentando.;Medio Ambiente;Urgente;10/11/2023;0;0;0
5378;Sofía;290;M;Cúcuta;necesitamos más acceso a internet en la zona.;Salud;Urgente;30/06/2023;1;1;0
5379;María;390;M;Cartagena;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;31/08/2024;1;1;1
5380;Valentina;300;M;Cartagena;la contaminación del río está aumentando.;Salud;No urgente;20/08/2024;0;1;1
5381;Sofía;540;F;Cúcuta;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;02/08/2024;0;0;1
5382;Carlos;650;;Cúcuta;las basuras no se recogen a tiempo.;Educación;Urgente;12/08/2024;1;0;0
5383;María;300;M;Cúcuta;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;12/05/2023;1;0;1
5384;Jorge;510;M;Pereira;falta agua potable en varias casas.;Salud;Urgente;20/05/2024;0;0;0
5385;Valentina;660;F;Santa Marta;las calles están muy oscuras y peligrosas.;Educación;No urgente;12/08/2023;1;1;0
5386;Jorge;;F;Manizales;hay problemas con la recolección de basura.;Seguridad;No urgente;28/09/2023;0;1;1
5387;Pedro;180;Otro;Cúcuta;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;12/03/2024;0;0;0
5388;Sofía;540;F;Cúcuta;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;06/04/2023;0;1;1
5389;Carlos;690;F;Cartagena;falta agua potable en varias casas.;Educación;Urgente;06/11/2023;0;1;1
5390;María;650;Otro;Cúcuta;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;01/07/2023;0;1;1
5391;Pedro;790;F;Cúcuta;;Salud;Urgente;16/01/2024;0;0;1
5392;Camilo;160;F;Pereira;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;18/10/2024;0;1;1
5393;Juan;660;F;Cúcuta;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;20/03/2024;0;1;0
5394;María;550;M;Bucaramanga;falta agua potable en varias casas.;Salud;Urgente;10/01/2024;1;1;0
5395;Camilo;520;M;Bucaramanga;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;06/11/2023;1;1;1
5396;Sofía;400;F;Pereira;las basuras no se recogen a tiempo.;Salud;Urgente;09/04/2023;1;0;0
5397;María;330;Otro;Medellín;queremos más presencia policial.;Seguridad;Urgente;22/01/2023;0;0;1
5398;Pedro;170;M;Cúcuta;queremos más presencia policial.;Seguridad;No urgente;01/04/2023;1;0;0
5399;Jorge;720;F;Cartagena;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;21/11/2023;0;0;1
5400;Laura;180;Otro;Cartagena;;Seguridad;No urgente;11/08/2023;1;0;1
5401;Juan;760;Otro;Cali;las basuras no se recogen a tiempo.;Seguridad;Urgente;10/04/2024;0;0;1
5402;Laura;700;M;Cúcuta;las calles están muy oscuras y peligrosas.;Seguridad;No urgente;05/09/2023;1;0;1
5403;Jorge;480;M;Santa Marta;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;15/02/2024;1;1;1
5404;Laura;630;F;Cúcuta;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;22/08/2024;0;0;1
5405;Camilo;;Otro;Bucaramanga;las basuras no se recogen a tiempo.;Seguridad;Urgente;17/06/2023;1;1;1
5406;Valentina;530;F;Medellín;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;13/05/2023;0;0;0
5407;Laura;630;M;Santa Marta;;Salud;No urgente;07/01/2023;0;1;0
5408;Jorge;320;Otro;Cartagena;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;20/11/2024;1;1;1
5409;Laura;270;M;Cúcuta;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;30/06/2024;0;0;0
5410;Camilo;210;Otro;;no hay suficientes escuelas públicas.;Salud;No urgente;13/09/2023;0;1;1
5411;Sofía;320;M;Pereira;no hay suficientes escuelas públicas.;Educación;No urgente;25/10/2023;1;0;1
5412;Laura;750;M;Medellín;falta agua potable en varias casas.;Seguridad;No urgente;02/10/2023;1;1;1
5413;María;420;Otro;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;Urgente;02/01/2023;1;1;1
5414;Ana;790;F;Cúcuta;hay problemas con la recolección de basura.;Educación;Urgente;18/08/2024;1;1;0
5415;Ana;;Otro;Cartagena;;Educación;Urgente;02/03/2024;0;1;1
5416;Sofía;640;F;Cúcuta;;Seguridad;No urgente;15/09/2023;1;1;1
5417;Carlos;520;Otro;Santa Marta;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;19/11/2024;0;0;0
5418;Sofía;150;F;Manizales;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;30/10/2024;1;1;1
5419;Laura;160;M;Cartagena;las basuras no se recogen a tiempo.;Educación;No urgente;22/05/2024;1;0;1
5420;Pedro;550;M;Bogotá;queremos más presencia policial.;Salud;No urgente;29/10/2023;0;1;0
5421;Sofía;780;M;Santa Marta;hay problemas con la recolección de basura.;Salud;No urgente;13/01/2023;0;1;0
5422;Camilo;180;M;Cartagena;no hay suficientes escuelas públicas.;Salud;No urgente;25/03/2023;1;1;0
5423;Ana;170;M;Santa Marta;las calles están muy oscuras y peligrosas.;Salud;No urgente;06/12/2023;1;0;0
5424;María;310;Otro;Bucaramanga;no hay suficientes escuelas públicas.;Seguridad;Urgente;21/01/2024;0;1;0
5425;Juan;170;F;Bucaramanga;queremos más presencia policial.;Seguridad;No urgente;02/01/2024;1;0;1
5426;Sofía;220;F;Manizales;no hay suficientes escuelas públicas.;Medio Ambiente;No urgente;15/06/2023;1;0;1
5427;Ana;;M;Bogotá;necesitamos más acceso a internet en la zona.;Educación;Urgente;09/12/2023;1;0;1
5428;Ana;;;Cartagena;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;15/02/2023;1;0;0
5429;Juan;610;F;Pereira;faltan médicos en el centro de salud.;Seguridad;Urgente;03/02/2024;0;1;1
5430;María;150;M;Santa Marta;no tenemos centros culturales ni bibliotecas.;Seguridad;No urgente;30/09/2023;1;0;1
5431;Carlos;600;F;Bogotá;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;24/06/2023;0;0;1
5432;Ana;190;F;Pereira;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;08/08/2024;1;1;1
5433;Carlos;420;M;Medellín;la contaminación del río está aumentando.;Medio Ambiente;No urgente;07/10/2023;1;0;0
5434;Juan;190;Otro;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;08/09/2024;1;0;1
5435;Carlos;750;M;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;24/01/2023;0;0;1
5436;Juan;670;Otro;Cali;las basuras no se recogen a tiempo.;Salud;No urgente;30/11/2023;0;1;1
5437;María;750;M;Medellín;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;27/02/2023;0;0;0
5438;Ana;690;M;Cartagena;las calles están muy oscuras y peligrosas.;Educación;No urgente;25/02/2024;0;1;0
5439;Valentina;290;Otro;Santa Marta;hay problemas con la recolección de basura.;Educación;Urgente;03/12/2023;0;0;0
5440;Camilo;460;Otro;Medellín;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;15/06/2023;1;0;1
5441;Laura;310;Otro;Barranquilla;las basuras no se recogen a tiempo.;Educación;No urgente;13/02/2024;0;1;0
5442;Laura;170;Otro;Cali;no hay suficientes escuelas públicas.;Seguridad;Urgente;09/06/2024;0;1;0
5443;Camilo;570;F;Pereira;la contaminación del río está aumentando.;Salud;Urgente;13/07/2024;1;1;0
5444;Juan;490;Otro;Manizales;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;13/11/2023;0;1;0
5445;Camilo;;F;Barranquilla;necesitamos más acceso a internet en la zona.;Educación;Urgente;17/10/2023;0;1;0
5446;Ana;620;M;Cali;hay problemas con la recolección de basura.;Educación;No urgente;20/10/2023;1;0;1
5447;Laura;180;Otro;Cartagena;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;12/08/2023;1;1;1
5448;Juan;250;F;Barranquilla;;Medio Ambiente;No urgente;27/08/2024;0;1;1
5449;Sofía;310;Otro;Medellín;la contaminación del río está aumentando.;Medio Ambiente;Urgente;27/05/2024;0;0;0
5450;Carlos;;Otro;Santa Marta;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;12/01/2023;0;0;0
5451;Camilo;460;M;Cartagena;no hay suficientes escuelas públicas.;Salud;No urgente;15/03/2024;0;1;1
5452;Camilo;450;Otro;Cartagena;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;31/10/2023;1;0;1
5453;Jorge;420;Otro;Manizales;queremos más presencia policial.;Salud;Urgente;03/07/2024;1;1;1
5454;Valentina;690;M;Pereira;falta agua potable en varias casas.;Educación;No urgente;03/08/2024;0;0;1
5455;María;;;Pereira;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;21/03/2024;1;1;0
5456;Camilo;720;M;Cúcuta;faltan médicos en el centro de salud.;Educación;Urgente;28/05/2023;1;1;0
5457;Ana;200;F;Pereira;;Seguridad;No urgente;06/09/2024;0;1;1
5458;Camilo;570;F;Pereira;;Seguridad;Urgente;23/05/2023;0;1;1
5459;María;;M;Cali;falta agua potable en varias casas.;Medio Ambiente;No urgente;16/08/2024;1;1;1
5460;Valentina;790;Otro;Santa Marta;necesitamos más acceso a internet en la zona.;Educación;No urgente;24/11/2023;1;1;1
5461;Ana;700;Otro;Bucaramanga;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;29/11/2023;1;1;0
5462;Valentina;570;;Bogotá;las basuras no se recogen a tiempo.;Salud;No urgente;23/01/2024;1;1;0
5463;Sofía;780;M;Bucaramanga;queremos más presencia policial.;Salud;No urgente;21/03/2023;0;0;0
5464;María;;Otro;Manizales;necesitamos más acceso a internet en la zona.;Educación;Urgente;26/04/2024;1;0;1
5465;Carlos;690;M;Cartagena;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;01/03/2023;1;1;1
5466;Carlos;;M;Medellín;las calles están muy oscuras y peligrosas.;Salud;No urgente;08/11/2024;1;0;0
5467;Ana;590;Otro;Cúcuta;las basuras no se recogen a tiempo.;Medio Ambiente;No urgente;08/06/2023;0;1;1
5468;Camilo;510;;Barranquilla;las basuras no se recogen a tiempo.;Medio Ambiente;No urgente;15/03/2023;0;0;0
5469;Valentina;770;M;Cúcuta;no hay suficientes escuelas públicas.;Medio Ambiente;No urgente;19/01/2024;0;0;0
5470;Laura;770;F;Santa Marta;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;10/09/2024;1;1;1
5471;Laura;760;Otro;Santa Marta;hay problemas con la recolección de basura.;Salud;No urgente;04/08/2023;0;1;1
5472;Carlos;440;M;Cartagena;no tenemos centros culturales ni bibliotecas.;Seguridad;No urgente;14/01/2023;0;0;0
5473;María;250;Otro;Cartagena;la contaminación del río está aumentando.;Educación;Urgente;14/11/2024;1;1;1
5474;Camilo;480;M;Cúcuta;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;20/04/2024;1;0;0
5475;Sofía;730;M;Cartagena;las calles están muy oscuras y peligrosas.;Salud;Urgente;12/10/2024;0;1;1
5476;María;320;Otro;Cali;falta agua potable en varias casas.;Seguridad;No urgente;01/07/2024;0;1;0
5477;María;530;Otro;Barranquilla;las calles están muy oscuras y peligrosas.;Salud;Urgente;12/02/2024;0;0;0
5478;Jorge;510;M;Bucaramanga;faltan médicos en el centro de salud.;Salud;Urgente;27/05/2024;0;0;0
5479;Pedro;560;Otro;Bogotá;faltan médicos en el centro de salud.;Salud;No urgente;15/01/2023;0;1;0
5480;Carlos;720;Otro;Cartagena;necesitamos más acceso a internet en la zona.;Educación;Urgente;16/01/2023;1;1;0
